student_code,university_code,company_code,role_title,channel_name,date_key,is_placed,ctc_lpa,interview_rounds,offers_received,days_to_offer
STU003955,UNI022,CMP040,Frontend Engineer,Recruitment Agency,20231015,1,12.46,3,1,91.0
STU003956,UNI030,CMP060,Business Analyst,Referral,20231015,1,20.3,4,1,87.0
STU003957,UNI016,,,Direct Application,20230915,0,,2,0,
STU003958,UNI004,,,Referral,20240115,0,,1,0,
STU003959,UNI001,,,Referral,20231015,0,,1,0,
STU003960,UNI017,CMP001,Operations Associate,On-Campus,20240315,1,9.4,4,2,60.0
STU003961,UNI002,,,Recruitment Agency,20230815,0,,0,0,
STU003962,UNI003,,,Recruitment Agency,20230915,0,,2,0,
STU003963,UNI014,CMP046,Design Engineer,Direct Application,20231115,1,18.5,4,1,79.0
STU003964,UNI015,,,Referral,20230915,0,,1,0,
STU003965,UNI022,,,Direct Application,20231115,0,,0,0,
STU003966,UNI006,CMP044,Financial Analyst,Referral,20240215,1,28.92,1,2,13.0
STU003967,UNI010,CMP050,Product Analyst,On-Campus,20230815,1,6.56,1,1,85.0
STU003968,UNI027,CMP049,ML Engineer,Referral,20240315,1,26.45,5,1,81.0
STU003969,UNI030,CMP009,Systems Engineer,Recruitment Agency,20240315,1,41.27,4,1,37.0
STU003970,UNI007,,,Direct Application,20231015,0,,0,0,
STU003971,UNI002,CMP054,Cloud Engineer,Referral,20240115,1,26.46,1,1,49.0
STU003972,UNI010,,,Job Portal,20231015,0,,1,0,
STU003973,UNI001,CMP074,Systems Engineer,On-Campus,20231015,1,20.52,2,1,67.0
STU003974,UNI020,CMP036,Data Analyst,Referral,20240415,1,34.46,5,2,11.0
STU003975,UNI023,,,Direct Application,20240315,0,,2,0,
STU003976,UNI009,CMP046,ML Engineer,Referral,20240115,1,28.92,2,1,39.0
STU003977,UNI017,CMP051,Systems Engineer,Direct Application,20231015,1,21.03,2,1,73.0
STU003978,UNI007,CMP048,QA Engineer,Job Portal,20240115,1,19.69,1,1,93.0
STU003979,UNI014,CMP047,Frontend Engineer,Recruitment Agency,20240315,1,28.31,3,2,54.0
STU003980,UNI021,,,On-Campus,20240215,0,,0,0,
STU003981,UNI015,,,Referral,20240215,0,,1,0,
STU003982,UNI017,CMP044,Software Engineer,Referral,20240315,1,39.89,5,1,88.0
STU003983,UNI019,,,On-Campus,20240315,0,,2,0,
STU003984,UNI013,,,Direct Application,20240315,0,,1,0,
STU003985,UNI019,CMP005,Data Analyst,Referral,20231115,1,37.68,4,3,67.0
STU003986,UNI017,CMP062,Frontend Engineer,Direct Application,20230815,1,10.32,5,1,27.0
STU003987,UNI007,CMP025,Data Analyst,Direct Application,20230915,1,22.94,1,1,79.0
STU003988,UNI018,CMP028,Business Analyst,Direct Application,20231015,1,25.51,3,1,42.0
STU003989,UNI028,,,Referral,20240415,0,,0,0,
STU003990,UNI017,CMP010,Consultant,Referral,20230915,1,9.03,5,1,44.0
STU003991,UNI019,CMP024,Business Analyst,Direct Application,20231115,1,27.9,4,1,73.0
STU003992,UNI013,,,Direct Application,20240415,0,,1,0,
STU003993,UNI015,CMP071,Backend Engineer,Referral,20230815,1,44.51,1,1,45.0
STU003994,UNI019,CMP030,Operations Associate,Recruitment Agency,20240415,1,31.3,5,1,23.0
STU003995,UNI021,CMP028,Frontend Engineer,Job Portal,20230915,1,17.88,4,2,27.0
STU003996,UNI014,CMP047,Backend Engineer,Referral,20230815,1,21.31,1,2,37.0
STU003997,UNI011,,,On-Campus,20231115,0,,2,0,
STU003998,UNI025,CMP051,Operations Associate,Direct Application,20230915,1,22.34,4,1,19.0
STU003999,UNI029,,,Job Portal,20240315,0,,2,0,
STU004000,UNI023,,,Direct Application,20230915,0,,2,0,
STU004001,UNI008,,,On-Campus,20230815,0,,2,0,
STU004002,UNI012,CMP065,Financial Analyst,Job Portal,20240115,1,9.28,4,1,62.0
STU004003,UNI029,,,On-Campus,20231115,0,,1,0,
STU004004,UNI014,CMP044,Design Engineer,Referral,20240415,1,34.45,5,2,61.0
STU004005,UNI026,CMP041,Data Scientist,On-Campus,20231215,1,20.58,4,1,25.0
STU004006,UNI002,CMP065,Frontend Engineer,On-Campus,20230915,1,10.71,2,1,61.0
STU004007,UNI016,CMP003,Product Analyst,Direct Application,20240315,1,9.33,3,1,19.0
STU004008,UNI008,,,Recruitment Agency,20230915,0,,2,0,
STU004009,UNI004,CMP065,Consultant,Referral,20231115,1,7.52,1,1,61.0
STU004010,UNI009,,,Referral,20240115,0,,0,0,
STU004011,UNI001,,,Direct Application,20231215,0,,0,0,
STU004012,UNI016,CMP039,Software Engineer,On-Campus,20230915,1,10.78,3,1,61.0
STU004013,UNI003,CMP047,QA Engineer,Recruitment Agency,20230815,1,26.28,3,2,69.0
STU004014,UNI012,CMP028,Consultant,Direct Application,20240415,1,18.95,1,1,77.0
STU004015,UNI028,CMP075,QA Engineer,Direct Application,20231115,1,17.79,2,2,28.0
STU004016,UNI028,CMP026,Cloud Engineer,Referral,20231215,1,31.89,2,1,69.0
STU004017,UNI009,CMP056,Data Analyst,Recruitment Agency,20231215,1,19.46,4,1,78.0
STU004018,UNI017,CMP059,Data Analyst,On-Campus,20230815,1,33.5,2,3,64.0
STU004019,UNI015,CMP053,Data Analyst,On-Campus,20240415,1,20.35,2,1,21.0
STU004020,UNI030,CMP067,Consultant,Referral,20231015,1,46.41,5,1,22.0
STU004021,UNI020,CMP074,Systems Engineer,On-Campus,20231015,1,26.95,1,1,10.0
STU004022,UNI009,,,Referral,20240415,0,,2,0,
STU004023,UNI019,CMP063,QA Engineer,Job Portal,20240215,1,32.79,3,1,90.0
STU004024,UNI002,CMP054,Design Engineer,On-Campus,20231215,1,13.74,1,1,27.0
STU004025,UNI013,,,On-Campus,20240315,0,,2,0,
STU004026,UNI017,CMP038,Financial Analyst,Job Portal,20240215,1,10.63,4,1,35.0
STU004027,UNI002,,,Job Portal,20240115,0,,1,0,
STU004028,UNI004,,,Direct Application,20231015,0,,0,0,
STU004029,UNI009,CMP016,Operations Associate,Recruitment Agency,20230915,1,15.94,3,1,69.0
STU004030,UNI007,CMP066,Backend Engineer,Referral,20240315,1,19.01,2,1,29.0
STU004031,UNI024,CMP045,Data Scientist,Referral,20240215,1,39.83,3,2,16.0
STU004032,UNI025,CMP004,Software Engineer,Recruitment Agency,20231115,1,11.35,4,1,80.0
STU004033,UNI018,CMP054,Software Engineer,Direct Application,20230915,1,27.28,1,2,10.0
STU004034,UNI004,CMP042,Frontend Engineer,Direct Application,20240315,1,11.56,4,1,55.0
STU004035,UNI010,,,Direct Application,20230815,0,,2,0,
STU004036,UNI002,CMP022,Software Engineer,Job Portal,20230915,1,22.4,3,2,68.0
STU004037,UNI029,CMP007,Business Analyst,On-Campus,20230915,1,18.24,2,1,60.0
STU004038,UNI025,CMP074,Software Engineer,Recruitment Agency,20231015,1,37.65,2,1,12.0
STU004039,UNI029,CMP043,Data Analyst,Referral,20240215,1,20.49,1,1,48.0
STU004040,UNI003,CMP066,Systems Engineer,Recruitment Agency,20231215,1,16.4,1,3,41.0
STU004041,UNI012,CMP062,Frontend Engineer,On-Campus,20230915,1,6.85,5,3,83.0
STU004042,UNI014,CMP054,Product Analyst,Job Portal,20240315,1,27.25,5,1,28.0
STU004043,UNI014,CMP075,Design Engineer,Direct Application,20230815,1,17.47,4,2,23.0
STU004044,UNI024,CMP017,Systems Engineer,Direct Application,20240415,1,15.95,4,3,65.0
STU004045,UNI004,CMP068,Backend Engineer,Direct Application,20231215,1,21.18,4,2,7.0
STU004046,UNI008,,,Direct Application,20240415,0,,1,0,
STU004047,UNI004,,,Recruitment Agency,20231015,0,,2,0,
STU004048,UNI007,CMP010,QA Engineer,Recruitment Agency,20231215,1,9.08,5,1,63.0
STU004049,UNI028,,,On-Campus,20240315,0,,2,0,
STU004050,UNI011,,,Recruitment Agency,20240215,0,,1,0,
STU004051,UNI029,CMP069,ML Engineer,On-Campus,20230915,1,12.14,5,1,77.0
STU004052,UNI007,CMP029,Data Scientist,Direct Application,20240415,1,14.27,3,1,72.0
STU004053,UNI014,CMP048,Design Engineer,Recruitment Agency,20231015,1,17.11,3,1,26.0
STU004054,UNI018,,,Job Portal,20240115,0,,2,0,
STU004055,UNI021,CMP027,Data Scientist,Recruitment Agency,20231215,1,33.91,5,2,76.0
STU004056,UNI015,CMP020,Data Scientist,Direct Application,20231115,1,38.49,5,1,42.0
STU004057,UNI021,CMP064,Systems Engineer,Recruitment Agency,20231115,1,12.65,5,1,76.0
STU004058,UNI022,,,Referral,20230915,0,,1,0,
STU004059,UNI025,,,Job Portal,20230915,0,,1,0,
STU004060,UNI027,,,Referral,20231215,0,,1,0,
STU004061,UNI026,,,Job Portal,20231115,0,,1,0,
STU004062,UNI014,CMP021,Product Analyst,Job Portal,20240415,1,16.48,4,1,49.0
STU004063,UNI014,CMP025,Backend Engineer,Referral,20240315,1,35.21,5,1,69.0
STU004064,UNI007,CMP001,Software Engineer,Job Portal,20230815,1,12.16,1,1,11.0
STU004065,UNI028,CMP079,QA Engineer,Direct Application,20230915,1,13.12,5,1,40.0
STU004066,UNI022,CMP058,Frontend Engineer,Referral,20230915,1,19.36,1,1,33.0
STU004067,UNI015,,,Referral,20240315,0,,2,0,
STU004068,UNI029,CMP001,Consultant,Direct Application,20230915,1,9.93,2,1,23.0
STU004069,UNI014,CMP064,Financial Analyst,Recruitment Agency,20231015,1,21.47,2,1,27.0
STU004070,UNI018,CMP028,Product Analyst,Direct Application,20231115,1,24.77,4,1,59.0
STU004071,UNI002,,,Job Portal,20231215,0,,1,0,
STU004072,UNI007,CMP071,ML Engineer,Referral,20240415,1,32.91,3,1,51.0
STU004073,UNI009,,,Job Portal,20231115,0,,1,0,
STU004074,UNI001,CMP071,Operations Associate,Recruitment Agency,20231015,1,11.76,3,1,73.0
STU004075,UNI008,CMP070,Business Analyst,Referral,20240415,1,29.05,5,1,13.0
STU004076,UNI007,CMP052,Design Engineer,Direct Application,20231215,1,19.42,4,1,58.0
STU004077,UNI002,,,Direct Application,20240115,0,,2,0,
STU004078,UNI028,,,Recruitment Agency,20231215,0,,1,0,
STU004079,UNI022,,,Job Portal,20231015,0,,2,0,
STU004080,UNI011,CMP018,Backend Engineer,Recruitment Agency,20231115,1,26.93,3,1,85.0
STU004081,UNI008,,,Recruitment Agency,20231015,0,,0,0,
STU004082,UNI020,CMP070,Cloud Engineer,On-Campus,20230915,1,45.36,3,1,47.0
STU004083,UNI023,CMP002,ML Engineer,On-Campus,20231115,1,10.68,2,1,10.0
STU004084,UNI029,CMP054,Operations Associate,Job Portal,20240115,1,20.28,3,1,65.0
STU004085,UNI016,CMP069,Systems Engineer,Referral,20240415,1,9.43,2,2,39.0
STU004086,UNI001,CMP004,Product Analyst,On-Campus,20231215,1,5.61,3,1,15.0
STU004087,UNI001,CMP014,Software Engineer,Referral,20240315,1,10.42,2,1,30.0
STU004088,UNI005,,,Job Portal,20230915,0,,1,0,
STU004089,UNI020,,,Recruitment Agency,20230815,0,,0,0,
STU004090,UNI003,CMP034,Product Analyst,Referral,20240115,1,33.87,4,2,18.0
STU004091,UNI002,,,On-Campus,20240415,0,,1,0,
STU004092,UNI027,CMP032,Data Analyst,On-Campus,20230815,1,16.7,4,2,14.0
STU004093,UNI024,CMP002,ML Engineer,On-Campus,20231215,1,11.63,1,1,44.0
STU004094,UNI018,CMP008,QA Engineer,Job Portal,20240215,1,22.42,1,1,90.0
STU004095,UNI020,CMP062,ML Engineer,Referral,20240115,1,16.75,5,1,66.0
STU004096,UNI010,CMP022,Software Engineer,Direct Application,20230915,1,20.0,3,1,93.0
STU004097,UNI021,CMP043,QA Engineer,Referral,20231115,1,19.39,2,1,92.0
STU004098,UNI005,CMP045,Product Analyst,On-Campus,20240415,1,32.46,5,2,88.0
STU004099,UNI029,,,Referral,20240215,0,,1,0,
STU004100,UNI020,,,Recruitment Agency,20230815,0,,0,0,
STU004101,UNI004,CMP013,Data Scientist,Job Portal,20231115,1,23.79,4,1,21.0
STU004102,UNI029,,,On-Campus,20240115,0,,0,0,
STU004103,UNI021,CMP003,Design Engineer,Job Portal,20230815,1,10.7,2,1,91.0
STU004104,UNI024,CMP031,ML Engineer,Recruitment Agency,20230915,1,12.66,3,1,69.0
STU004105,UNI002,,,On-Campus,20240415,0,,0,0,
STU004106,UNI020,,,Direct Application,20240415,0,,1,0,
STU004107,UNI010,CMP054,Operations Associate,Direct Application,20240215,1,13.6,4,3,40.0
STU004108,UNI013,CMP033,Systems Engineer,Referral,20231015,1,17.24,2,1,69.0
STU004109,UNI007,,,Recruitment Agency,20240115,0,,1,0,
STU004110,UNI001,,,Recruitment Agency,20240115,0,,2,0,
STU004111,UNI012,CMP035,Cloud Engineer,Recruitment Agency,20240215,1,18.99,5,1,9.0
STU004112,UNI002,,,Direct Application,20231215,0,,2,0,
STU004113,UNI023,CMP044,Systems Engineer,Recruitment Agency,20240215,1,20.15,4,1,91.0
STU004114,UNI009,,,Direct Application,20240215,0,,0,0,
STU004115,UNI002,CMP026,Systems Engineer,Job Portal,20240215,1,14.36,5,1,91.0
STU004116,UNI023,CMP077,ML Engineer,On-Campus,20240215,1,32.69,4,2,63.0
STU004117,UNI027,CMP026,Consultant,Job Portal,20240415,1,13.43,2,1,93.0
STU004118,UNI026,CMP062,Data Scientist,Recruitment Agency,20240215,1,22.56,4,2,15.0
STU004119,UNI010,,,On-Campus,20240415,0,,0,0,
STU004120,UNI012,CMP067,Product Analyst,On-Campus,20240115,1,16.74,4,1,88.0
STU004121,UNI026,CMP038,Systems Engineer,Job Portal,20231015,1,9.33,2,2,61.0
STU004122,UNI023,,,Direct Application,20231115,0,,1,0,
STU004123,UNI021,,,Referral,20240415,0,,1,0,
STU004124,UNI017,,,Referral,20240315,0,,2,0,
STU004125,UNI009,,,Referral,20240115,0,,0,0,
STU004126,UNI026,,,Direct Application,20240115,0,,0,0,
STU004127,UNI026,CMP022,Financial Analyst,Referral,20230915,1,41.5,1,2,41.0
STU004128,UNI017,CMP003,Product Analyst,On-Campus,20230815,1,10.55,2,1,61.0
STU004129,UNI023,,,Recruitment Agency,20231115,0,,2,0,
STU004130,UNI005,CMP059,Software Engineer,Referral,20240215,1,30.07,4,2,69.0
STU004131,UNI027,CMP006,Data Analyst,Direct Application,20240315,1,20.0,2,1,52.0
STU004132,UNI015,CMP010,Consultant,Direct Application,20240415,1,13.18,3,1,38.0
STU004133,UNI027,CMP053,Financial Analyst,Direct Application,20230815,1,9.42,4,1,39.0
STU004134,UNI003,CMP025,Backend Engineer,Referral,20231015,1,49.22,4,1,69.0
STU004135,UNI024,CMP068,Frontend Engineer,Job Portal,20231115,1,25.7,4,2,71.0
STU004136,UNI019,CMP029,ML Engineer,Recruitment Agency,20240115,1,17.26,4,1,48.0
STU004137,UNI028,,,Direct Application,20240315,0,,1,0,
STU004138,UNI016,CMP055,Cloud Engineer,Job Portal,20231215,1,26.17,2,1,9.0
STU004139,UNI023,CMP063,Software Engineer,Job Portal,20240315,1,22.64,4,1,84.0
STU004140,UNI030,CMP017,Data Analyst,On-Campus,20240315,1,26.29,2,2,22.0
STU004141,UNI018,,,On-Campus,20230915,0,,0,0,
STU004142,UNI023,CMP042,Operations Associate,On-Campus,20230915,1,7.89,1,2,10.0
STU004143,UNI012,,,Direct Application,20230915,0,,2,0,
STU004144,UNI006,,,Job Portal,20240115,0,,1,0,
STU004145,UNI017,CMP056,Backend Engineer,Recruitment Agency,20231015,1,36.09,2,1,44.0
STU004146,UNI001,CMP075,Consultant,Referral,20231115,1,17.97,5,1,28.0
STU004147,UNI009,CMP008,Business Analyst,On-Campus,20240415,1,16.91,3,1,78.0
STU004148,UNI013,CMP031,Data Scientist,Referral,20231015,1,9.9,3,1,48.0
STU004149,UNI013,CMP062,Software Engineer,Referral,20230815,1,10.77,2,1,64.0
STU004150,UNI023,CMP052,Consultant,Recruitment Agency,20230915,1,21.28,3,1,16.0
STU004151,UNI027,CMP034,Frontend Engineer,Referral,20231215,1,31.55,4,1,93.0
STU004152,UNI028,CMP063,Design Engineer,On-Campus,20231015,1,11.88,2,1,19.0
STU004153,UNI030,CMP052,Systems Engineer,Job Portal,20231115,1,36.67,4,1,79.0
STU004154,UNI018,CMP047,Design Engineer,Referral,20240415,1,25.73,3,1,45.0
STU004155,UNI019,CMP050,Backend Engineer,Job Portal,20231115,1,20.66,5,1,28.0
STU004156,UNI022,,,Recruitment Agency,20240215,0,,1,0,
STU004157,UNI029,CMP053,Data Analyst,Referral,20240115,1,8.37,5,1,34.0
STU004158,UNI023,,,Job Portal,20230815,0,,0,0,
STU004159,UNI019,CMP041,Product Analyst,On-Campus,20230815,1,13.24,2,2,35.0
STU004160,UNI018,CMP023,QA Engineer,Direct Application,20240115,1,18.73,3,1,14.0
STU004161,UNI001,CMP030,ML Engineer,Direct Application,20231215,1,19.6,1,1,88.0
STU004162,UNI018,CMP012,Cloud Engineer,Direct Application,20231215,1,31.2,2,1,23.0
STU004163,UNI010,CMP052,Consultant,Direct Application,20230815,1,15.11,3,1,85.0
STU004164,UNI001,CMP020,Financial Analyst,Direct Application,20231115,1,21.34,1,1,83.0
STU004165,UNI005,CMP070,Backend Engineer,Referral,20240415,1,52.83,5,1,52.0
STU004166,UNI026,,,Recruitment Agency,20230815,0,,1,0,
STU004167,UNI021,CMP056,Backend Engineer,Job Portal,20230815,1,25.38,4,1,19.0
STU004168,UNI017,CMP004,Backend Engineer,Recruitment Agency,20240115,1,11.97,1,2,40.0
STU004169,UNI016,,,Recruitment Agency,20231215,0,,1,0,
STU004170,UNI028,,,Job Portal,20231215,0,,2,0,
STU004171,UNI006,CMP033,Data Analyst,Direct Application,20240415,1,20.62,5,1,16.0
STU004172,UNI005,,,Referral,20240315,0,,2,0,
STU004173,UNI019,CMP046,Business Analyst,Job Portal,20230915,1,23.1,3,2,16.0
STU004174,UNI017,CMP018,Frontend Engineer,Recruitment Agency,20240415,1,29.28,2,1,62.0
STU004175,UNI020,,,Recruitment Agency,20231015,0,,0,0,
STU004176,UNI005,CMP038,ML Engineer,Recruitment Agency,20231215,1,16.35,5,1,32.0
STU004177,UNI018,CMP025,Business Analyst,Referral,20231015,1,28.88,4,1,47.0
STU004178,UNI007,CMP019,ML Engineer,Referral,20230815,1,27.15,4,1,79.0
STU004179,UNI003,CMP067,Systems Engineer,Referral,20230815,1,40.61,4,2,45.0
STU004180,UNI025,CMP051,ML Engineer,Recruitment Agency,20231215,1,34.51,1,1,75.0
STU004181,UNI010,,,On-Campus,20240315,0,,1,0,
STU004182,UNI020,CMP036,QA Engineer,Direct Application,20230815,1,26.5,1,1,37.0
STU004183,UNI011,CMP021,Product Analyst,Job Portal,20240215,1,6.47,4,2,78.0
STU004184,UNI002,CMP029,Frontend Engineer,On-Campus,20230815,1,6.93,1,1,31.0
STU004185,UNI030,,,On-Campus,20240215,0,,2,0,
STU004186,UNI026,CMP071,Systems Engineer,Referral,20230815,1,38.45,5,2,44.0
STU004187,UNI011,CMP063,QA Engineer,Direct Application,20240215,1,20.49,1,1,48.0
STU004188,UNI001,CMP011,Software Engineer,Direct Application,20240415,1,7.25,2,1,69.0
STU004189,UNI004,CMP076,Product Analyst,Direct Application,20240315,1,8.06,3,1,59.0
STU004190,UNI023,CMP037,Data Scientist,Job Portal,20231015,1,8.85,5,1,52.0
STU004191,UNI014,CMP016,Frontend Engineer,Direct Application,20230815,1,31.4,4,1,62.0
STU004192,UNI011,,,Referral,20230915,0,,1,0,
STU004193,UNI022,,,Referral,20230915,0,,1,0,
STU004194,UNI017,,,Direct Application,20230915,0,,1,0,
STU004195,UNI006,CMP071,Operations Associate,Job Portal,20231115,1,15.38,1,1,61.0
STU004196,UNI029,CMP068,QA Engineer,Job Portal,20231115,1,20.46,2,2,30.0
STU004197,UNI021,CMP006,QA Engineer,Referral,20231015,1,18.82,3,1,48.0
STU004198,UNI030,CMP054,Data Analyst,Direct Application,20240215,1,32.16,2,1,24.0
STU004199,UNI004,,,Job Portal,20230915,0,,1,0,
STU004200,UNI027,CMP064,Business Analyst,Job Portal,20230915,1,16.38,3,1,79.0
STU004201,UNI025,,,Job Portal,20230915,0,,1,0,
STU004202,UNI013,CMP021,Operations Associate,On-Campus,20231115,1,8.09,1,3,86.0
STU004203,UNI028,CMP034,QA Engineer,Direct Application,20240415,1,26.83,4,2,8.0
STU004204,UNI027,,,Referral,20230815,0,,0,0,
STU004205,UNI005,CMP065,QA Engineer,Direct Application,20240215,1,10.33,4,1,92.0
STU004206,UNI030,,,Job Portal,20240415,0,,1,0,
STU004207,UNI008,CMP068,Frontend Engineer,Referral,20231215,1,30.62,4,1,22.0
STU004208,UNI026,,,Recruitment Agency,20240415,0,,1,0,
STU004209,UNI028,CMP073,Cloud Engineer,Job Portal,20240315,1,21.5,1,2,59.0
STU004210,UNI027,CMP048,Data Analyst,Job Portal,20240215,1,18.75,4,1,11.0
STU004211,UNI022,,,Recruitment Agency,20240415,0,,1,0,
STU004212,UNI004,CMP069,Backend Engineer,On-Campus,20240415,1,8.09,1,2,77.0
STU004213,UNI020,CMP074,Frontend Engineer,On-Campus,20231215,1,23.61,5,3,23.0
STU004214,UNI006,CMP078,Financial Analyst,Direct Application,20240415,1,7.85,4,1,36.0
STU004215,UNI027,CMP019,Backend Engineer,On-Campus,20240315,1,18.26,2,1,68.0
STU004216,UNI009,CMP005,Business Analyst,Job Portal,20240215,1,20.68,3,1,88.0
STU004217,UNI003,CMP065,Software Engineer,Referral,20240115,1,14.88,1,2,86.0
STU004218,UNI006,CMP002,QA Engineer,On-Campus,20231115,1,8.68,5,1,14.0
STU004219,UNI025,CMP060,Financial Analyst,Referral,20230915,1,17.58,1,1,69.0
STU004220,UNI016,,,Recruitment Agency,20240315,0,,0,0,
STU004221,UNI011,CMP023,Consultant,Direct Application,20231215,1,20.33,3,1,74.0
STU004222,UNI006,,,Recruitment Agency,20240215,0,,2,0,
STU004223,UNI025,,,Job Portal,20230815,0,,0,0,
STU004224,UNI004,CMP003,ML Engineer,Referral,20231115,1,9.42,4,1,94.0
STU004225,UNI025,CMP036,Cloud Engineer,Referral,20230815,1,35.61,5,1,43.0
STU004226,UNI010,,,On-Campus,20231115,0,,2,0,
STU004227,UNI014,,,Recruitment Agency,20240115,0,,0,0,
STU004228,UNI024,,,Referral,20231015,0,,0,0,
STU004229,UNI006,CMP068,Business Analyst,Referral,20240315,1,24.5,1,1,91.0
STU004230,UNI004,CMP079,Backend Engineer,Job Portal,20240215,1,22.21,5,1,40.0
STU004231,UNI025,CMP077,Business Analyst,Job Portal,20240115,1,23.58,3,1,40.0
STU004232,UNI005,CMP032,Frontend Engineer,Referral,20240415,1,42.78,1,1,8.0
STU004233,UNI019,CMP028,Product Analyst,Recruitment Agency,20230915,1,34.02,3,1,49.0
STU004234,UNI020,CMP051,QA Engineer,On-Campus,20231215,1,25.87,5,1,31.0
STU004235,UNI029,CMP068,Data Analyst,Referral,20231115,1,28.31,2,1,20.0
STU004236,UNI014,,,Direct Application,20240415,0,,1,0,
STU004237,UNI012,CMP076,Data Scientist,Recruitment Agency,20240215,1,9.59,2,2,41.0
STU004238,UNI014,CMP039,Backend Engineer,Direct Application,20231015,1,10.84,3,1,93.0
STU004239,UNI017,CMP061,Data Scientist,Recruitment Agency,20240115,1,13.98,1,1,20.0
STU004240,UNI020,CMP037,Backend Engineer,Referral,20230915,1,15.82,5,2,57.0
STU004241,UNI005,,,Direct Application,20230815,0,,0,0,
STU004242,UNI016,CMP012,Operations Associate,Recruitment Agency,20240415,1,16.22,3,1,42.0
STU004243,UNI018,CMP043,Systems Engineer,Job Portal,20240115,1,18.1,2,1,45.0
STU004244,UNI007,,,Direct Application,20240215,0,,0,0,
STU004245,UNI002,CMP050,QA Engineer,Job Portal,20230915,1,6.45,1,2,75.0
STU004246,UNI013,CMP038,Cloud Engineer,Direct Application,20231115,1,10.62,2,2,40.0
STU004247,UNI021,,,Recruitment Agency,20231015,0,,1,0,
STU004248,UNI027,,,Direct Application,20231215,0,,2,0,
STU004249,UNI029,CMP071,Software Engineer,Referral,20240315,1,27.2,1,2,16.0
STU004250,UNI005,,,Referral,20231215,0,,0,0,
STU004251,UNI013,,,Recruitment Agency,20240215,0,,0,0,
STU004252,UNI010,CMP064,Backend Engineer,Job Portal,20230815,1,16.09,1,2,69.0
STU004253,UNI021,CMP005,Frontend Engineer,Job Portal,20230815,1,20.11,4,1,68.0
STU004254,UNI003,,,On-Campus,20240215,0,,2,0,
STU004255,UNI028,CMP056,ML Engineer,Referral,20240415,1,37.99,1,1,61.0
STU004256,UNI025,,,Recruitment Agency,20230915,0,,0,0,
STU004257,UNI007,CMP069,Financial Analyst,On-Campus,20231215,1,14.52,5,1,48.0
STU004258,UNI029,,,Recruitment Agency,20230915,0,,1,0,
STU004259,UNI024,CMP039,Consultant,Direct Application,20231215,1,15.11,2,1,76.0
STU004260,UNI015,,,Direct Application,20231115,0,,0,0,
STU004261,UNI023,CMP061,Backend Engineer,Direct Application,20240115,1,12.46,2,1,44.0
STU004262,UNI029,CMP009,Data Analyst,On-Campus,20230915,1,19.59,5,1,26.0
STU004263,UNI009,,,Referral,20240315,0,,1,0,
STU004264,UNI002,,,Direct Application,20231015,0,,1,0,
STU004265,UNI020,CMP031,Consultant,On-Campus,20231115,1,11.76,1,3,85.0
STU004266,UNI011,,,Job Portal,20240215,0,,1,0,
STU004267,UNI027,,,Recruitment Agency,20240315,0,,0,0,
STU004268,UNI026,CMP029,Data Scientist,Direct Application,20240115,1,22.55,4,1,80.0
STU004269,UNI022,CMP020,Data Analyst,Direct Application,20230915,1,21.62,5,1,25.0
STU004270,UNI008,CMP022,Data Scientist,Referral,20230815,1,42.47,5,2,42.0
STU004271,UNI001,CMP063,ML Engineer,Job Portal,20231015,1,21.8,2,1,43.0
STU004272,UNI001,,,Recruitment Agency,20240315,0,,1,0,
STU004273,UNI018,CMP039,Design Engineer,Referral,20240315,1,12.66,2,1,23.0
STU004274,UNI021,,,Referral,20240115,0,,0,0,
STU004275,UNI002,,,Referral,20240115,0,,1,0,
STU004276,UNI030,CMP010,Operations Associate,Job Portal,20231115,1,9.23,2,1,81.0
STU004277,UNI003,CMP053,Frontend Engineer,Job Portal,20231115,1,9.43,4,1,27.0
STU004278,UNI018,,,On-Campus,20231115,0,,0,0,
STU004279,UNI020,CMP014,Business Analyst,On-Campus,20240415,1,17.35,4,2,55.0
STU004280,UNI023,CMP025,Consultant,Referral,20231015,1,23.67,2,1,25.0
STU004281,UNI011,,,On-Campus,20231015,0,,0,0,
STU004282,UNI020,CMP074,Data Scientist,Direct Application,20230915,1,43.78,3,2,83.0
STU004283,UNI008,CMP052,Software Engineer,On-Campus,20240215,1,21.32,3,1,71.0
STU004284,UNI019,CMP053,Software Engineer,Referral,20231215,1,16.42,2,1,7.0
STU004285,UNI028,CMP056,Business Analyst,Direct Application,20230915,1,12.73,5,1,46.0
STU004286,UNI001,CMP073,Financial Analyst,Recruitment Agency,20230815,1,17.69,4,1,45.0
STU004287,UNI023,,,Referral,20231115,0,,0,0,
STU004288,UNI013,CMP020,ML Engineer,Referral,20230915,1,34.58,2,1,85.0
STU004289,UNI007,CMP038,Frontend Engineer,Job Portal,20240215,1,11.36,1,1,35.0
STU004290,UNI030,CMP073,Cloud Engineer,Recruitment Agency,20240315,1,53.52,5,4,10.0
STU004291,UNI012,CMP003,Backend Engineer,On-Campus,20230815,1,6.0,2,1,34.0
STU004292,UNI025,,,Job Portal,20231115,0,,2,0,
STU004293,UNI003,,,Recruitment Agency,20231115,0,,1,0,
STU004294,UNI005,CMP074,Systems Engineer,On-Campus,20240315,1,28.7,2,1,35.0
