student_code,gender,degree,major,cgpa_band,prior_internship
STU004068,Female,M.Tech,Data Science,8-9,False
STU004069,Male,M.Tech,Data Science,7-8,True
STU004070,Female,MBA,Operations,7-8,True
STU004071,Male,MBA,Operations,<7,True
STU004072,Male,B.Tech,Mechanical,7-8,False
STU004073,Male,M.Tech,Computer Science,8-9,True
STU004074,Female,B.Tech,Civil,<7,False
STU004075,Male,B.Tech,Information Technology,8-9,False
STU004076,Female,B.Tech,Mechanical,<7,False
STU004077,Male,MBA,Marketing,7-8,False
STU004078,Female,MBA,Finance,<7,False
STU004079,Male,MCA,Computer Applications,7-8,False
STU004080,Male,MBA,Marketing,7-8,False
STU004081,Male,MCA,Computer Applications,<7,True
STU004082,Male,M.Tech,VLSI,8-9,False
STU004083,Male,MCA,Computer Applications,<7,True
STU004084,Female,MBA,Finance,8-9,True
STU004085,Male,MCA,Computer Applications,9+,False
STU004086,Male,B.Tech,Computer Science,7-8,False
STU004087,Male,B.Tech,Civil,7-8,False
STU004088,Female,M.Tech,Data Science,9+,True
STU004089,Female,B.Tech,Mechanical,7-8,False
STU004090,Male,MCA,Computer Applications,<7,True
STU004091,Female,B.Tech,Civil,8-9,True
STU004092,Female,B.Tech,Electronics,8-9,True
STU004093,Male,MCA,Computer Applications,8-9,False
STU004094,Male,MBA,Finance,8-9,True
STU004095,Female,MCA,Computer Applications,<7,True
STU004096,Female,M.Tech,Computer Science,8-9,False
STU004097,Male,MBA,Finance,7-8,False
STU004098,Male,B.Tech,Civil,8-9,True
STU004099,Male,B.Tech,Computer Science,8-9,True
STU004100,Male,MBA,Operations,7-8,True
STU004101,Male,MBA,Operations,<7,False
STU004102,Male,MBA,Marketing,7-8,False
STU004103,Female,B.Tech,Information Technology,7-8,True
STU004104,Female,B.Tech,Mechanical,7-8,True
STU004105,Female,B.Tech,Civil,7-8,False
STU004106,Female,MBA,Marketing,7-8,True
STU004107,Male,M.Tech,Data Science,7-8,True
STU004108,Female,MBA,Finance,8-9,False
STU004109,Male,MCA,Computer Applications,7-8,False
STU004110,Male,B.Tech,Information Technology,9+,False
STU004111,Female,M.Tech,Computer Science,<7,True
STU004112,Female,M.Tech,VLSI,8-9,False
STU004113,Male,B.Tech,Computer Science,9+,False
STU004114,Female,MBA,Operations,7-8,True
STU004115,Male,MCA,Computer Applications,7-8,False
STU004116,Female,B.Tech,Civil,8-9,False
STU004117,Male,M.Tech,VLSI,7-8,False
STU004118,Female,B.Tech,Mechanical,9+,False
STU004119,Male,MCA,Computer Applications,7-8,False
STU004120,Female,MBA,Marketing,7-8,True
STU004121,Male,B.Tech,Information Technology,<7,False
STU004122,Male,MCA,Computer Applications,8-9,False
STU004123,Female,MBA,Finance,9+,False
STU004124,Female,MBA,Marketing,8-9,True
STU004125,Male,MBA,Operations,8-9,False
STU004126,Male,M.Tech,Data Science,7-8,False
STU004127,Male,M.Tech,Computer Science,9+,True
STU004128,Male,MCA,Computer Applications,8-9,False
STU004129,Male,B.Tech,Mechanical,9+,True
STU004130,Female,B.Tech,Electronics,7-8,False
STU004131,Female,B.Tech,Electronics,8-9,True
STU004132,Male,B.Tech,Computer Science,<7,True
STU004133,Female,B.Tech,Information Technology,9+,True
STU004134,Male,B.Tech,Information Technology,7-8,True
STU004135,Female,MBA,Operations,8-9,False
STU004136,Male,B.Tech,Computer Science,8-9,True
STU004137,Female,B.Tech,Information Technology,7-8,False
STU004138,Female,MCA,Computer Applications,7-8,True
STU004139,Female,MCA,Computer Applications,9+,False
STU004140,Male,MCA,Computer Applications,8-9,True
STU004141,Female,B.Tech,Computer Science,7-8,False
STU004142,Female,MBA,Operations,9+,False
STU004143,Female,MBA,Marketing,<7,True
STU004144,Male,M.Tech,Computer Science,9+,True
STU004145,Female,MCA,Computer Applications,7-8,False
STU004146,Male,MBA,Operations,7-8,False
STU004147,Female,B.Tech,Civil,7-8,False
STU004148,Male,MCA,Computer Applications,7-8,False
STU004149,Male,B.Tech,Information Technology,7-8,False
STU004150,Male,MCA,Computer Applications,9+,False
STU004151,Male,M.Tech,Data Science,9+,False
STU004152,Male,MBA,Finance,7-8,True
STU004153,Male,MCA,Computer Applications,7-8,True
STU004154,Male,MBA,Operations,8-9,True
STU004155,Male,M.Tech,Data Science,8-9,True
STU004156,Male,MCA,Computer Applications,7-8,True
STU004157,Male,B.Tech,Information Technology,7-8,False
STU004158,Male,MCA,Computer Applications,9+,False
STU004159,Female,M.Tech,Computer Science,7-8,False
STU004160,Female,MCA,Computer Applications,8-9,False
STU004161,Male,MCA,Computer Applications,8-9,True
STU004162,Male,B.Tech,Information Technology,7-8,False
STU004163,Male,B.Tech,Civil,7-8,True
STU004164,Male,MBA,Operations,7-8,False
STU004165,Female,B.Tech,Electronics,8-9,False
STU004166,Male,MCA,Computer Applications,<7,False
STU004167,Male,MCA,Computer Applications,7-8,True
STU004168,Female,M.Tech,VLSI,8-9,True
STU004169,Female,MCA,Computer Applications,8-9,False
STU004170,Male,M.Tech,VLSI,9+,True
STU004171,Male,M.Tech,Data Science,7-8,False
STU004172,Male,MCA,Computer Applications,8-9,False
STU004173,Male,M.Tech,Data Science,7-8,False
STU004174,Male,B.Tech,Computer Science,7-8,True
STU004175,Female,MBA,Finance,<7,True
STU004176,Female,MCA,Computer Applications,<7,True
STU004177,Female,B.Tech,Mechanical,7-8,False
STU004178,Male,MCA,Computer Applications,7-8,True
STU004179,Male,B.Tech,Information Technology,8-9,False
STU004180,Male,MBA,Operations,8-9,True
STU004181,Male,MBA,Finance,7-8,False
STU004182,Male,B.Tech,Civil,7-8,False
STU004183,Male,M.Tech,Computer Science,7-8,False
STU004184,Male,MBA,Marketing,<7,False
STU004185,Male,M.Tech,VLSI,7-8,True
STU004186,Female,MBA,Marketing,9+,False
STU004187,Male,M.Tech,VLSI,7-8,True
STU004188,Male,M.Tech,VLSI,7-8,True
STU004189,Female,MBA,Finance,8-9,True
STU004190,Male,B.Tech,Information Technology,<7,True
STU004191,Male,B.Tech,Mechanical,9+,True
STU004192,Female,M.Tech,Computer Science,<7,False
STU004193,Male,B.Tech,Mechanical,7-8,False
STU004194,Male,MBA,Marketing,<7,True
STU004195,Male,M.Tech,Data Science,7-8,False
STU004196,Male,MBA,Marketing,7-8,False
STU004197,Male,M.Tech,Data Science,<7,False
STU004198,Male,MCA,Computer Applications,8-9,False
STU004199,Male,MCA,Computer Applications,7-8,True
STU004200,Female,MBA,Finance,9+,True
STU004201,Male,MBA,Marketing,<7,False
STU004202,Male,MCA,Computer Applications,7-8,False
STU004203,Female,B.Tech,Mechanical,9+,False
STU004204,Male,M.Tech,Data Science,9+,False
STU004205,Male,MCA,Computer Applications,7-8,True
STU004206,Female,B.Tech,Computer Science,<7,True
STU004207,Female,MBA,Operations,9+,False
STU004208,Female,B.Tech,Computer Science,9+,True
STU004209,Male,MBA,Finance,9+,True
STU004210,Female,MBA,Finance,8-9,False
STU004211,Female,MCA,Computer Applications,7-8,True
STU004212,Male,MBA,Marketing,<7,True
STU004213,Male,MBA,Marketing,<7,False
STU004214,Male,MBA,Operations,8-9,True
STU004215,Male,MCA,Computer Applications,9+,False
STU004216,Male,M.Tech,VLSI,8-9,True
STU004217,Male,MCA,Computer Applications,7-8,True
STU004218,Female,MBA,Operations,7-8,False
STU004219,Male,B.Tech,Electronics,9+,False
STU004220,Female,MBA,Operations,9+,True
STU004221,Female,MCA,Computer Applications,9+,False
STU004222,Female,M.Tech,VLSI,7-8,False
STU004223,Male,B.Tech,Mechanical,7-8,False
STU004224,Male,M.Tech,Data Science,<7,False
STU004225,Female,MBA,Finance,9+,False
STU004226,Female,M.Tech,VLSI,8-9,False
STU004227,Female,MBA,Marketing,<7,True
STU004228,Female,B.Tech,Electronics,9+,False
STU004229,Female,MCA,Computer Applications,7-8,False
STU004230,Female,M.Tech,Data Science,8-9,True
STU004231,Female,B.Tech,Civil,9+,True
STU004232,Male,M.Tech,Data Science,7-8,False
STU004233,Female,MCA,Computer Applications,<7,False
STU004234,Male,MCA,Computer Applications,<7,True
STU004235,Male,B.Tech,Civil,9+,True
STU004236,Male,MBA,Marketing,7-8,True
STU004237,Male,MBA,Operations,8-9,False
STU004238,Male,MCA,Computer Applications,7-8,False
STU004239,Male,MBA,Operations,7-8,True
STU004240,Female,B.Tech,Civil,7-8,True
STU004241,Male,B.Tech,Civil,7-8,True
STU004242,Male,B.Tech,Information Technology,8-9,True
STU004243,Male,M.Tech,VLSI,7-8,True
STU004244,Male,M.Tech,Computer Science,<7,False
STU004245,Male,MBA,Marketing,8-9,True
STU004246,Female,MCA,Computer Applications,<7,True
STU004247,Male,MBA,Finance,8-9,False
STU004248,Female,MBA,Finance,8-9,False
STU004249,Male,B.Tech,Electronics,7-8,False
STU004250,Male,MBA,Marketing,<7,True
STU004251,Male,B.Tech,Electronics,8-9,False
STU004252,Female,M.Tech,VLSI,8-9,True
STU004253,Male,M.Tech,Data Science,8-9,False
STU004254,Male,M.Tech,VLSI,<7,False
STU004255,Male,MBA,Operations,9+,False
STU004256,Female,MBA,Finance,9+,True
STU004257,Male,MBA,Marketing,8-9,True
STU004258,Female,B.Tech,Civil,<7,False
STU004259,Female,B.Tech,Civil,8-9,False
STU004260,Female,MBA,Finance,8-9,True
STU004261,Female,M.Tech,Computer Science,7-8,True
STU004262,Male,MBA,Operations,8-9,False
STU004263,Female,MCA,Computer Applications,<7,False
STU004264,Male,M.Tech,Data Science,<7,False
STU004265,Male,MCA,Computer Applications,<7,False
STU004266,Male,M.Tech,VLSI,7-8,True
STU004267,Female,MBA,Marketing,8-9,True
STU004268,Female,MBA,Finance,9+,True
STU004269,Female,MCA,Computer Applications,8-9,True
STU004270,Female,MCA,Computer Applications,7-8,True
STU004271,Male,M.Tech,Computer Science,8-9,False
STU004272,Male,B.Tech,Electronics,8-9,True
STU004273,Female,MCA,Computer Applications,8-9,False
STU004274,Female,B.Tech,Mechanical,7-8,False
STU004275,Male,MCA,Computer Applications,<7,False
STU004276,Male,MBA,Marketing,7-8,True
STU004277,Male,B.Tech,Mechanical,7-8,True
STU004278,Male,MCA,Computer Applications,9+,True
STU004279,Female,B.Tech,Information Technology,9+,True
STU004280,Female,B.Tech,Electronics,7-8,False
STU004281,Female,MCA,Computer Applications,<7,False
STU004282,Male,MBA,Operations,9+,True
STU004283,Male,MCA,Computer Applications,7-8,False
STU004284,Female,MBA,Marketing,8-9,False
STU004285,Male,MCA,Computer Applications,<7,True
STU004286,Female,MCA,Computer Applications,7-8,False
STU004287,Female,MBA,Marketing,<7,False
STU004288,Female,B.Tech,Civil,9+,False
STU004289,Male,B.Tech,Information Technology,<7,False
STU004290,Male,MBA,Operations,9+,True
STU004291,Male,M.Tech,VLSI,7-8,False
STU004292,Female,MBA,Marketing,7-8,True
STU004293,Female,MBA,Finance,7-8,False
STU004294,Male,B.Tech,Mechanical,<7,False
STU004295,Male,M.Tech,Data Science,8-9,False
STU004296,Female,B.Tech,Electronics,7-8,False
STU004297,Male,MCA,Computer Applications,9+,True
STU004298,Female,MBA,Finance,7-8,False
STU004299,Male,B.Tech,Computer Science,7-8,True
STU004300,Male,MBA,Operations,7-8,False
STU004301,Female,MCA,Computer Applications,8-9,True
STU004302,Male,M.Tech,VLSI,<7,True
STU004303,Female,M.Tech,VLSI,7-8,False
STU004304,Female,MCA,Computer Applications,8-9,False
STU004305,Female,M.Tech,Computer Science,7-8,False
STU004306,Male,MCA,Computer Applications,7-8,False
STU004307,Female,MBA,Finance,7-8,True
STU004308,Male,MBA,Operations,7-8,False
STU004309,Male,B.Tech,Civil,7-8,False
STU004310,Male,MBA,Marketing,8-9,False
STU004311,Male,M.Tech,VLSI,8-9,False
STU004312,Male,MCA,Computer Applications,<7,False
STU004313,Female,B.Tech,Civil,7-8,False
STU004314,Male,M.Tech,VLSI,7-8,False
STU004315,Male,B.Tech,Information Technology,8-9,False
STU004316,Male,MCA,Computer Applications,9+,True
STU004317,Male,MBA,Finance,7-8,True
STU004318,Male,M.Tech,Computer Science,9+,False
STU004319,Male,MCA,Computer Applications,8-9,True
STU004320,Male,MCA,Computer Applications,8-9,False
STU004321,Male,MBA,Marketing,<7,False
STU004322,Female,M.Tech,Data Science,7-8,True
STU004323,Male,MCA,Computer Applications,7-8,False
STU004324,Male,MBA,Finance,8-9,True
STU004325,Male,MCA,Computer Applications,8-9,False
STU004326,Male,B.Tech,Computer Science,9+,False
STU004327,Male,MCA,Computer Applications,7-8,False
STU004328,Male,MBA,Operations,7-8,True
STU004329,Male,M.Tech,VLSI,<7,False
STU004330,Female,B.Tech,Mechanical,8-9,False
STU004331,Male,M.Tech,VLSI,7-8,True
STU004332,Female,MBA,Finance,7-8,False
STU004333,Male,MCA,Computer Applications,8-9,False
STU004334,Male,MCA,Computer Applications,8-9,True
STU004335,Male,M.Tech,Data Science,<7,False
STU004336,Male,M.Tech,Data Science,<7,True
STU004337,Female,B.Tech,Information Technology,7-8,False
STU004338,Female,B.Tech,Civil,<7,True
STU004339,Male,B.Tech,Computer Science,8-9,True
STU004340,Female,M.Tech,Computer Science,7-8,False
STU004341,Female,MBA,Operations,7-8,True
STU004342,Male,B.Tech,Information Technology,8-9,False
STU004343,Female,M.Tech,Computer Science,7-8,False
STU004344,Male,MCA,Computer Applications,7-8,False
STU004345,Male,M.Tech,Data Science,8-9,True
STU004346,Male,B.Tech,Mechanical,9+,True
STU004347,Male,B.Tech,Computer Science,7-8,True
STU004348,Male,M.Tech,VLSI,9+,True
STU004349,Female,MBA,Operations,8-9,False
STU004350,Male,B.Tech,Mechanical,8-9,False
STU004351,Male,M.Tech,VLSI,8-9,True
STU004352,Female,MBA,Finance,<7,True
STU004353,Female,M.Tech,VLSI,7-8,False
STU004354,Female,M.Tech,Computer Science,8-9,False
STU004355,Male,MCA,Computer Applications,<7,True
STU004356,Male,M.Tech,Data Science,7-8,False
STU004357,Male,MCA,Computer Applications,8-9,False
STU004358,Male,MBA,Marketing,7-8,False
STU004359,Male,MCA,Computer Applications,9+,False
STU004360,Female,MCA,Computer Applications,7-8,True
STU004361,Male,M.Tech,Computer Science,<7,False
STU004362,Male,MBA,Operations,7-8,False
STU004363,Male,MCA,Computer Applications,7-8,True
STU004364,Male,MBA,Marketing,<7,False
STU004365,Male,MCA,Computer Applications,<7,True
STU004366,Male,MBA,Operations,8-9,False
STU004367,Male,MBA,Finance,<7,True
STU004368,Male,B.Tech,Information Technology,8-9,True
STU004369,Male,MCA,Computer Applications,9+,False
STU004370,Male,M.Tech,Computer Science,<7,False
STU004371,Female,M.Tech,Data Science,9+,False
STU004372,Male,MBA,Finance,7-8,False
STU004373,Male,M.Tech,Computer Science,9+,False
STU004374,Male,B.Tech,Electronics,8-9,True
STU004375,Female,MBA,Marketing,9+,False
STU004376,Female,MBA,Operations,7-8,True
STU004377,Female,B.Tech,Information Technology,7-8,True
STU004378,Male,MCA,Computer Applications,9+,False
STU004379,Male,MCA,Computer Applications,9+,True
STU004380,Male,MCA,Computer Applications,7-8,False
STU004381,Male,MCA,Computer Applications,7-8,False
STU004382,Female,B.Tech,Electronics,9+,False
STU004383,Female,B.Tech,Civil,7-8,True
STU004384,Female,MCA,Computer Applications,7-8,False
STU004385,Male,B.Tech,Civil,<7,False
STU004386,Female,MCA,Computer Applications,7-8,True
STU004387,Male,MCA,Computer Applications,9+,True
STU004388,Male,MCA,Computer Applications,8-9,True
STU004389,Female,M.Tech,VLSI,7-8,False
STU004390,Female,MCA,Computer Applications,7-8,False
STU004391,Female,B.Tech,Electronics,9+,True
STU004392,Male,M.Tech,VLSI,9+,False
STU004393,Male,MBA,Operations,<7,False
STU004394,Male,M.Tech,VLSI,<7,False
STU004395,Male,MBA,Operations,9+,False
STU004396,Male,MBA,Marketing,8-9,False
STU004397,Male,MBA,Finance,8-9,False
STU004398,Male,MBA,Finance,8-9,False
STU004399,Male,MBA,Marketing,7-8,True
STU004400,Female,B.Tech,Information Technology,<7,True
STU004401,Female,B.Tech,Computer Science,8-9,False
STU004402,Male,M.Tech,Computer Science,7-8,True
STU004403,Male,M.Tech,VLSI,<7,False
STU004404,Male,B.Tech,Information Technology,7-8,True
STU004405,Male,M.Tech,Data Science,9+,False
STU004406,Male,MCA,Computer Applications,8-9,False
STU004407,Male,M.Tech,VLSI,7-8,True
STU004408,Female,B.Tech,Computer Science,7-8,False
STU004409,Male,B.Tech,Computer Science,7-8,False
STU004410,Female,M.Tech,VLSI,8-9,False
STU004411,Female,M.Tech,VLSI,9+,True
STU004412,Male,MBA,Marketing,8-9,False
STU004413,Male,MBA,Operations,7-8,False
STU004414,Male,MCA,Computer Applications,9+,True
STU004415,Female,B.Tech,Computer Science,<7,True
STU004416,Female,MBA,Finance,9+,False
STU004417,Male,M.Tech,Data Science,7-8,False
STU004418,Male,MCA,Computer Applications,7-8,True
STU004419,Male,MBA,Operations,7-8,False
STU004420,Female,MCA,Computer Applications,9+,True
STU004421,Male,B.Tech,Information Technology,7-8,False
STU004422,Male,MCA,Computer Applications,<7,False
STU004423,Female,B.Tech,Information Technology,7-8,False
STU004424,Male,MCA,Computer Applications,8-9,True
STU004425,Male,M.Tech,VLSI,8-9,False
STU004426,Female,MCA,Computer Applications,7-8,False
STU004427,Male,MBA,Marketing,9+,True
STU004428,Female,MBA,Operations,8-9,False
STU004429,Female,B.Tech,Mechanical,<7,False
STU004430,Male,B.Tech,Information Technology,9+,False
STU004431,Female,M.Tech,VLSI,8-9,False
STU004432,Male,M.Tech,Computer Science,9+,True
STU004433,Male,MBA,Operations,<7,False
STU004434,Male,MCA,Computer Applications,9+,False
STU004435,Male,M.Tech,VLSI,9+,False
STU004436,Male,B.Tech,Electronics,9+,False
STU004437,Male,B.Tech,Electronics,9+,False
STU004438,Male,B.Tech,Civil,7-8,True
STU004439,Female,MCA,Computer Applications,7-8,False
STU004440,Female,MBA,Marketing,9+,True
STU004441,Male,MCA,Computer Applications,<7,False
STU004442,Male,B.Tech,Electronics,7-8,False
STU004443,Male,M.Tech,VLSI,7-8,True
STU004444,Female,MCA,Computer Applications,9+,False
STU004445,Female,M.Tech,VLSI,7-8,False
STU004446,Male,MCA,Computer Applications,7-8,False
STU004447,Male,MCA,Computer Applications,9+,False
STU004448,Female,MCA,Computer Applications,7-8,True
STU004449,Male,MBA,Finance,8-9,False
STU004450,Male,M.Tech,VLSI,8-9,False
STU004451,Male,M.Tech,Data Science,9+,False
STU004452,Male,M.Tech,Data Science,7-8,True
STU004453,Male,M.Tech,VLSI,7-8,True
STU004454,Male,MBA,Operations,8-9,False
STU004455,Male,MBA,Marketing,7-8,True
STU004456,Female,MCA,Computer Applications,7-8,False
STU004457,Male,MBA,Marketing,7-8,False
STU004458,Female,B.Tech,Electronics,7-8,True
STU004459,Male,MBA,Finance,7-8,False
STU004460,Male,MBA,Finance,8-9,False
STU004461,Female,MBA,Finance,7-8,True
STU004462,Female,B.Tech,Information Technology,7-8,False
STU004463,Female,MCA,Computer Applications,8-9,True
STU004464,Female,B.Tech,Mechanical,7-8,True
STU004465,Male,B.Tech,Information Technology,8-9,False
STU004466,Male,MBA,Marketing,8-9,True
STU004467,Male,MCA,Computer Applications,8-9,False
STU004468,Female,MCA,Computer Applications,7-8,True
STU004469,Male,B.Tech,Computer Science,7-8,True
STU004470,Male,M.Tech,Computer Science,9+,True
STU004471,Male,B.Tech,Civil,8-9,False
STU004472,Male,MBA,Operations,7-8,False
STU004473,Male,B.Tech,Civil,7-8,False
STU004474,Male,M.Tech,VLSI,<7,False
STU004475,Male,M.Tech,Data Science,8-9,False
STU004476,Female,M.Tech,Data Science,7-8,True
STU004477,Male,MCA,Computer Applications,7-8,True
STU004478,Male,MCA,Computer Applications,7-8,False
STU004479,Female,MBA,Finance,<7,False
STU004480,Female,M.Tech,Data Science,8-9,True
STU004481,Male,MCA,Computer Applications,8-9,True
STU004482,Male,M.Tech,Computer Science,<7,False
STU004483,Male,MBA,Marketing,9+,False
STU004484,Male,M.Tech,Computer Science,8-9,True
STU004485,Male,MBA,Marketing,8-9,False
STU004486,Female,MCA,Computer Applications,8-9,True
STU004487,Male,MCA,Computer Applications,<7,False
STU004488,Male,MBA,Operations,7-8,False
STU004489,Male,B.Tech,Mechanical,8-9,True
STU004490,Female,MBA,Finance,8-9,False
STU004491,Male,M.Tech,Data Science,7-8,True
STU004492,Male,MCA,Computer Applications,8-9,False
STU004493,Male,MBA,Finance,7-8,False
STU004494,Female,MBA,Operations,7-8,False
STU004495,Male,MBA,Marketing,9+,False
STU004496,Male,MCA,Computer Applications,<7,False
STU004497,Male,MCA,Computer Applications,9+,False
STU004498,Male,M.Tech,Computer Science,<7,True
STU004499,Male,MCA,Computer Applications,8-9,True
STU004500,Male,MBA,Operations,<7,True
STU004501,Female,MBA,Marketing,<7,False
STU004502,Male,MCA,Computer Applications,7-8,True
STU004503,Male,M.Tech,VLSI,8-9,True
STU004504,Male,B.Tech,Civil,7-8,False
STU004505,Male,M.Tech,Data Science,<7,True
STU004506,Female,MCA,Computer Applications,7-8,True
STU004507,Male,B.Tech,Civil,<7,False
STU004508,Male,MCA,Computer Applications,<7,True
STU004509,Male,B.Tech,Computer Science,9+,False
STU004510,Male,MCA,Computer Applications,<7,True
STU004511,Female,MBA,Marketing,7-8,True
STU004512,Female,M.Tech,Data Science,<7,False
STU004513,Male,MBA,Operations,<7,True
STU004514,Male,MCA,Computer Applications,<7,False
STU004515,Female,M.Tech,Data Science,9+,True
STU004516,Male,M.Tech,Computer Science,7-8,False
STU004517,Female,MCA,Computer Applications,7-8,True
STU004518,Male,M.Tech,Data Science,<7,False
STU004519,Male,B.Tech,Computer Science,<7,True
STU004520,Female,MBA,Operations,<7,True
STU004521,Female,MBA,Finance,8-9,True
STU004522,Female,MBA,Operations,7-8,False
STU004523,Male,MCA,Computer Applications,8-9,True
STU004524,Male,MBA,Finance,<7,True
STU004525,Female,M.Tech,Data Science,8-9,True
STU004526,Male,MBA,Operations,8-9,False
STU004527,Male,MBA,Finance,<7,False
STU004528,Female,B.Tech,Computer Science,7-8,True
STU004529,Male,B.Tech,Electronics,9+,True
STU004530,Female,MBA,Finance,9+,True
STU004531,Male,M.Tech,Computer Science,9+,False
STU004532,Male,MCA,Computer Applications,<7,False
STU004533,Female,B.Tech,Mechanical,7-8,True
STU004534,Male,B.Tech,Civil,7-8,False
STU004535,Male,M.Tech,Computer Science,<7,False
STU004536,Male,MCA,Computer Applications,8-9,True
STU004537,Male,MBA,Finance,8-9,False
STU004538,Female,M.Tech,Computer Science,8-9,True
STU004539,Female,MBA,Finance,8-9,False
STU004540,Female,MCA,Computer Applications,7-8,False
STU004541,Female,MCA,Computer Applications,7-8,True
STU004542,Male,MBA,Marketing,8-9,False
STU004543,Male,B.Tech,Civil,<7,True
STU004544,Female,MBA,Operations,7-8,False
STU004545,Female,MBA,Finance,8-9,True
STU004546,Male,MCA,Computer Applications,7-8,True
STU004547,Male,MCA,Computer Applications,8-9,True
STU004548,Female,B.Tech,Civil,9+,False
STU004549,Male,B.Tech,Civil,<7,False
STU004550,Male,M.Tech,Computer Science,7-8,False
STU004551,Female,MCA,Computer Applications,9+,True
STU004552,Female,M.Tech,Data Science,7-8,True
STU004553,Male,MBA,Operations,<7,False
STU004554,Female,B.Tech,Electronics,8-9,False
STU004555,Female,M.Tech,Data Science,7-8,False
STU004556,Male,M.Tech,VLSI,8-9,True
STU004557,Male,B.Tech,Information Technology,<7,False
STU004558,Male,MCA,Computer Applications,8-9,False
STU004559,Male,MBA,Finance,7-8,True
STU004560,Male,B.Tech,Computer Science,7-8,True
STU004561,Female,MBA,Marketing,7-8,False
STU004562,Female,MBA,Marketing,9+,True
STU004563,Male,M.Tech,Computer Science,7-8,True
STU004564,Male,MCA,Computer Applications,8-9,False
STU004565,Female,M.Tech,VLSI,8-9,False
STU004566,Female,MCA,Computer Applications,<7,False
STU004567,Female,M.Tech,VLSI,8-9,False
STU004568,Male,M.Tech,VLSI,<7,True
STU004569,Male,B.Tech,Civil,7-8,False
STU004570,Male,B.Tech,Information Technology,8-9,False
STU004571,Female,MCA,Computer Applications,7-8,True
STU004572,Male,B.Tech,Information Technology,9+,True
STU004573,Female,M.Tech,VLSI,7-8,False
STU004574,Male,B.Tech,Mechanical,8-9,False
STU004575,Female,MCA,Computer Applications,7-8,False
STU004576,Male,MBA,Marketing,7-8,True
STU004577,Male,MBA,Finance,8-9,False
STU004578,Female,B.Tech,Mechanical,7-8,True
STU004579,Male,MCA,Computer Applications,7-8,True
STU004580,Male,B.Tech,Computer Science,7-8,True
STU004581,Female,MCA,Computer Applications,7-8,True
STU004582,Male,M.Tech,VLSI,<7,True
STU004583,Male,MBA,Finance,7-8,True
STU004584,Male,B.Tech,Computer Science,8-9,True
STU004585,Male,B.Tech,Computer Science,7-8,False
STU004586,Male,B.Tech,Mechanical,9+,True
STU004587,Male,MBA,Marketing,9+,True
STU004588,Male,B.Tech,Computer Science,8-9,False
STU004589,Male,MBA,Finance,7-8,True
STU004590,Male,MCA,Computer Applications,7-8,True
STU004591,Female,B.Tech,Mechanical,8-9,False
STU004592,Male,B.Tech,Mechanical,9+,True
STU004593,Female,B.Tech,Mechanical,8-9,True
STU004594,Male,M.Tech,Data Science,9+,True
STU004595,Male,MCA,Computer Applications,<7,True
STU004596,Female,M.Tech,Computer Science,9+,False
STU004597,Female,B.Tech,Electronics,9+,False
STU004598,Male,M.Tech,VLSI,7-8,True
STU004599,Male,MBA,Finance,9+,True
STU004600,Male,M.Tech,Computer Science,7-8,True
STU004601,Female,MBA,Marketing,9+,True
STU004602,Male,MBA,Marketing,7-8,True
STU004603,Female,B.Tech,Information Technology,8-9,True
STU004604,Female,M.Tech,Computer Science,9+,False
STU004605,Female,MCA,Computer Applications,7-8,False
STU004606,Male,B.Tech,Electronics,7-8,False
STU004607,Male,B.Tech,Information Technology,8-9,False
STU004608,Female,MCA,Computer Applications,9+,False
STU004609,Male,MBA,Marketing,7-8,False
STU004610,Female,MCA,Computer Applications,<7,False
STU004611,Male,M.Tech,VLSI,8-9,False
STU004612,Male,B.Tech,Mechanical,9+,True
STU004613,Male,B.Tech,Electronics,9+,False
STU004614,Male,MBA,Marketing,7-8,False
STU004615,Female,B.Tech,Electronics,8-9,False
STU004616,Female,B.Tech,Civil,8-9,False
STU004617,Male,M.Tech,Data Science,7-8,False
STU004618,Male,MBA,Operations,<7,False
STU004619,Male,MBA,Operations,<7,False
STU004620,Male,MCA,Computer Applications,8-9,True
STU004621,Female,B.Tech,Information Technology,<7,False
STU004622,Male,MCA,Computer Applications,9+,False
STU004623,Male,B.Tech,Mechanical,8-9,True
STU004624,Male,MCA,Computer Applications,7-8,False
STU004625,Male,MBA,Marketing,7-8,False
STU004626,Male,MBA,Marketing,7-8,True
STU004627,Female,B.Tech,Mechanical,<7,True
STU004628,Female,MBA,Operations,8-9,False
STU004629,Female,B.Tech,Electronics,<7,False
STU004630,Female,B.Tech,Electronics,8-9,True
STU004631,Female,MCA,Computer Applications,9+,True
STU004632,Female,MCA,Computer Applications,7-8,False
STU004633,Male,MBA,Finance,8-9,False
STU004634,Male,M.Tech,Computer Science,<7,False
STU004635,Male,M.Tech,VLSI,8-9,True
STU004636,Male,M.Tech,Computer Science,7-8,False
STU004637,Male,MCA,Computer Applications,<7,True
STU004638,Male,MBA,Operations,9+,False
STU004639,Female,B.Tech,Civil,8-9,False
STU004640,Female,MCA,Computer Applications,7-8,False
STU004641,Female,MCA,Computer Applications,7-8,True
STU004642,Female,B.Tech,Civil,9+,True
STU004643,Female,B.Tech,Mechanical,8-9,True
STU004644,Female,M.Tech,VLSI,8-9,False
STU004645,Female,MCA,Computer Applications,<7,True
STU004646,Female,MBA,Finance,8-9,True
STU004647,Female,M.Tech,Computer Science,9+,True
